TES POTENSI AKADEMIK,,,,,,,,,,,,,,
#,SINONIM,,,,,,,,,,,,,
#,Bacaan Untuk 3 Nomer Selanjutnya,"Pada tahun 1984 Indonesia telah berhasil mencapai swasembada beras. Hal ini berarti harga beras relatif terjangkau oleh masyarakat.Meningkatnya ketersediaan .beras, pendapatan penduduk, dan sistem nilai sosial pada beras telah mengarahkan pola konsumsi pangan pokok pada beras. Karena itu, diperlukan upaya-upaya penganekaragaman pangan pokok untuk mengurangi ketergantungan pada beras, sekaligus mempertahankan swasembada beras, serta meningkatkan mutu gizi pangan penduduk. Upaya penganekaragaman pangan telah dimulai sejak Pelita II, yang disertai dengan dikeluarkannya Inpres No. 14/1974 dan disempurnakan menjadi Inpres No. 20/1979 tentang ""Perbaikan Menu Makanan Rakyat"". Upaya mengurangi ketergantungan pada satu jenis pangan pokok dilakukan, selain untuk melestarikan swasembada pangan, khususnya beras, juga untuk membuat keberagaman pangan khas daerah, sehingga setiap daerah memiliki pola konsumsi khas, yakni suatu susunan beragam makanan yang biasa dikonsumsi oleh seseorang atau kelompok orang. Pangan pokok dikenal sebagai satu atau lebih jenis bahan pangan yang dimakan secara teratur oleh suatu kelompok penduduk dalam jumlah cukup besar untuk menyediakan bagian terbesar dari konsumsi energi total yang dihasilkan oleh makanan, Sekelompok penduduk suatu daerah tertentu, terutama di pedesaan, akan bertumpu pada pangan pokok penghasil energi dalam hal pola konsumsinya. Faktor produksi, distribusi, ketersediaan, pengetahuan gizi, daya beli, sosial psikologis, daya terima, serta selera dapat mempengaruhi pemilihan pangan yang dikonsumsi, termasuk pangan pokok, sehingga terbentuk suatu pola pangan pokok",,,,,,,,,,,,
#,##,Judul yang paling tepat untuk teks di atas adalah,Keberhasilan Indonesia dalam Mencapai Swasembada Beras,Penanggulangan Ketergantungan pada Konsumsi Beras,Masalah Pangan bagi Indonesia Belum Terpecahkan,Peningkatan Mutu Gizi Melalui Penganekaragaman Pangan Pokok,,,,,,,,
#,##,"Berikut ini merupakan tujuan pemerintah memperbaiki menu makanan rakyat Indonesia, kecuali....",melestarikan swasembada beras,memberagamkan pola konsumsi khas daerah,ingkatkan pendapatan penduduk dari pangan,meningkatkan kesehatan gizi keluarga,,,,,,,,
#,##,Pertanyaan berikut yang sesuai dengan gagasan pokok paragraf III adalah ....,Faktor-faktor apakah yang mempengaruhi pola konsumsi pangan pokok masyarakat?,Apakah yang dimaksud dengan pola konsumsipangan pokok?,Bagaimana cara menyediakan pola pangan suatu masyarakat?,Mengapa penduduk suatu daerah di pedesaan bertumpu pada pola pangan pokok?,,,,,,,,
#,KEMAMPUAN KUANTITATIF,,,,,,,,,,,,,
#,##,"Jika sejumlah b buku dapat dibeli dengan harga d rupiah, berapa banyak bukukah yang dapat dibeli dengan m rupiah ?",Bm/d,d/bm,Bdm,(b+m)/d,,,,,,,,
#,##,Seorang pedagang mencampur a kg kedelai seharga b rupiah per kg dengan c kg kacang seharga d rupiah per kg. Berapakah harga jual kacang campuran jika ia berharap memperoleh laba 1.000 rupiah per kg?,(ab + cd )/( a+c ) +1000,(b+d)/(a+c) + 1000,(b+d+1000)/(a+c),Tidak dapat ditentukan,,,,,,,,
#,##,"Berapakah bobot maksimum dari 10 telur jika 6 dari 10 telur tersebut berbobot 15 sampai 25 0ns per butir, dan yang lainnya berbobot dari 20 sampai 25 ons per butir?",225 ons,250 ons,210 ons,220 ons,,,,,,,,
#,##,Sebuah angka dikatakan sempurna apabila sama dengan jumlah seluruh factor positifnya yang kurang dari angka itu sendiri. Manakah dari angka-angka berikut ini yang dapat dikatakan sempurna?,1,4,6,8,,,,,,,,
#,##,"Jika sebuah tiang setinggi 98 meter membentuk bayangan setinggi 28 meter , berapakah panjang bayangan untuk tiang setinggi 35 meter pada saat yang sama?",20 meter,5 meter,10 meter,15meter,,,,,,,,
#,Untuk 3 Nomer Selanjutnya,Uang Dina Rp24.000 dan seperempat dari uang Dani. Uang Lisa Rp15.000 lebih sedikit dari tiga kali uang Dina dan Rp20.000 lebih banyak dari setengah uang Sani.,,,,,,,,,,,,
#,##,Siapakah yang paling banyak uangnya?,Dina,Dani,Lisa,Sani,,,,,,,,
#,##,Siapakah yang paling sedikit uangnya ?,Dina,Dani,Lisa,Sani,,,,,,,,
#,##,Berapakah jumlah uang mereka?,Rp125.000,Rp251.000,Rp195.500,Rp159.500,,,,,,,,
#,##,"Untuk menentukan tujuan karyawisata, setiap siswa ditanya tentang Candi Borobudur dan Candi Prambanan. 10% belum pernah pergi ke kedua tempat tersebut, 6% pernah berkunjung ke kedua tempat itu. Berapa persen siswa yang baru berkunjung ke salah satu tempat tersebut?",35,84,49,90,,,,,,,,
#,##,"Rata – rata nilai dari 35 siswa adalah 6,5. Apabila nilai dari dua orang siswa yang belum ikut ujian dimasukkan, maka rata-ratanya berubah menjadi 6,6. Berapa jumlah nilai anak tersebut ?","14,6","15,3","16,7","17,6",,,,,,,,
#,##,"Jika sisi sebuah persegi ditambah x%, maka luas persegi meningkat 156%. Berapa angka yang memenuhi x ?","12,4",60,120,160,,,,,,,,
#,##,"Jika 2m – n adalah 70% dari L dan 40% dari L adalah 1/3m, tentukan berapa persen 2n dari L ?",170%,340%,120%,350%,,,,,,,,
#,##,Suatu pekerjaan dapat diselesaikan oleh 35 orang dalam 2 minggu. Lebih cepat berapa harikah pekerjaan itu dapat diselesaikan bila dikerjakan oleh 45 orang ?,3 hari,4 hari,5 hari,6 hari,,,,,,,,
#,##,"Seorang dapat memasak dalam waktu 30 menit dengan menggunakan kompor gas, dan 1,5 jam bila menggunakan kayu bakar. Jika pekerjaan itu dikerjakan dengan kompor gas selesai dalam waktu 6 menit, maka berapa waktu yang dibutuhkan tungku kayu bakar untuk menyelesaikan pekerjaan yang sama ?",66 menit,16 menit,48 menit,18 menit,,,,,,,,
#,##,"Seseorang menyelesaikan soal membutuhkan waktu 30 menit, dan temannya membutuhkan waktu 1,25 jam. Jika mereka bekerjasama untuk menyelesaikan pekerjaan itu, berapa waktu yang diperlukan ?","23,5 menit","22,8 menit","25,7 menit","21,4 menit",,,,,,,,
#,Untuk 4 Nomer Selanjutnya,Sebuah persegi panjang memiliki panjang 32cm dan lebar 48 cm. Persegi panjang itu bisa ditutupi dengan sempurna oleh persegi-persegi kecil dengan ukuran 40x40 mm.,,,,,,,,,,,,
#,##,Berapa banyaknya persegi yang digunakan untuk menutupi  persegi panjang tersebut?,100,69,96,198,,,,,,,,
#,##,"Secara berurutan, luas dan keliling dari persegi panjang tersebut adalah …",1536 dan 160,1600 dan 15360,15630 dan 16,15630 dan 160,,,,,,,,
#,##,"Apabila di setiap sudut persegi panjang ditempatkan sebuah segitiga siku-siku dengan panjang sisi siku-sikunya 14 cm dan 22 cm, maka berapa luas persegi panjang yang tidak tertutupi ?",290,1000,920,1382,,,,,,,,
#,##,"Apabila di setiap sudut persegi panjang ditempatkan sebuah segitiga siku-siku dengan panjang sisi siku-sikunya 14 cm dan 22 cm, berapa total panjang sisi miring segitiga tersebut?",1040,"104,4","26,1","52,2",,,,,,,,
#,##,"Sebuah bak mandi berukuran panjang 100 cm, dan lebar 60 cm, serta tingginya 80 cm. Bak itu telah terisi air tiga perlimanya Berapa liter air yang diperlukan untuk memenuhi bak tersebut?",192,200,288,368,,,,,,,,
#,##,"Umur Susi sekarang dua kali umur adiknya. Tiga tahun yang akan datang, umurnya sama dengan tiga perdua umur adiknya. Umur Susi sekarang adalah …",6 tahun,8 tahun,9 tahun,12 tahun,,,,,,,,
#,##,"Untuk keperluan tertentu, Amri mengambil 1/3 dari uangnya dan kemudian mengambil lagi 1/5 dari sisanya untuk membeli buku pelajaran. Jika sekarang ia masih mempunyai uang Rp28.000,- maka jumlah uang yang dimiliki Amri mula-mula adalah ….",Rp47.500,Rp50.000,Rp52.500,Rp60.000,,,,,,,,
#,##,Tuan Eko menyimpan uang di bank sejumlah Rp5.000.000. Setelah 3 bulan uang tuan Eko menjadi Rp5.250.000. Bunga yang diberikan kepada Tuan Eko adalah …,20%,19%,5%,"4,8 %",,,,,,,,
#,##,"Pak Bimo memesan 15 paket barang kepada Pak Yanto dan minta diantarkan. Bila dalam sekali jalan Pak Yanto dapat mengantar 4 paket barang, berapa kali Pak Yanto harus bolak-balik ke tempat Pak Bimo untuk mengantarkan seluruh pesanannya ?",3,3 ¾,4,5,,,,,,,,
#,##,Fatimah menjahit pakaian pesanan dalam waktu 3 jam. Satu jam pertama ia dapat menjahit 3 ¼ baju. Satu jam berikutnya ia dapat menjahit 2 5/6 baju. Banyaknya baju yang berhasil ia jahit adalah ….,"6,1","6,0","5,9","5,8",,,,,,,,
#,##,"Seorang anak mengambil uang dari celengannya sebanyak 15% dari totoal. Apabila ia harus menambah sebanyak Rp75.000,- untuk mengembalikannya ke posisi saldo semula, berapakah uang tabungannya sebelum diambilnya sebanyak 15% tersebut?",Rp 200.000,Rp 300.000,Rp 400.000,Rp 500.000,,,,,,,,
#,##,"Sebuah silinder mempunyai diameter 8m dan tinggi 10m. Jika silinder tersebut telah terisi air 30%nya, berapa meter kubik lagikah silinder tersebut harus diisi dengan air agar menjadi penuh?",112 ?,115 ?,120 ?,135 ?,,,,,,,,
#,##,"Sebuah bak mandi yang berbentuk kubus memiliki panjang rusuk 50 cm. Apabila bak tersebut diisi air leding yang mempunyai debit 250 mL per detik, sekitar berapa menitkah waktu yang dibutuhkan agar bak mandi tersebut penuh berisi air leding?",7 1/3 menit,8 1/3 menit,9 1/3 menit,10 1/3 menit,,,,,,,,
#,##,Sebuah dadu dilempar secara sembarang. Probabilitas (peluang) mata dadu akan menunjukkan bilangan ganjil adalah:,"0,66","0,1","0,5","0,33",,,,,,,,
#,##,"Dalam suatu kelas, 2/5 murid adalah laki-laki, dan ¾ murid laki-laki berkulit gelap. Jika 7/10 murid berkulit gelap, berapakah murid perempuan yang tidak berkulit gelap ?",5-Jan,8-Jan,¼,¾,,,,,,,,
#,##,"Seorang anak memiliki 4 orang kakak. Kakak pertama berusia 3x tahun. Kakak yang lainnya berturut-turut berusia 4x-7, x+5 dan x+2 Jika rata-rata usia kelima anak tersebut adalah 10 tahun, berapa usia kakak kedua?",15,13,10,7,,,,,,,,
#,##,"Dua orang berlari melakukan start pada suatu rute dari suatu titik yang sama dengan selisih waktu 4 jam. Pelari kedua berlari dengan kecepatan 12 km/jam dan memulai perjalanannya 2 jam setelah pelari pertama yang berkecepatan 8km/jam. Berapa waktu yang dibutuhkan pelari kedua untuk menyusul pelari pertama, terhitung dari saat pelari kedua memulai perjalanannya?",3 jam,4 jam,5 jam,6 jam,,,,,,,,
#,##,(4 x 5) – (4 + 5) = (8 x 7) – (8 + p),7,17,27,37,,,,,,,,
#,##,"Jika seekor ayam rata-rata  bertelur sebanyak 25 butir per bulan, berapakah jumlah minimal ayam harus dipelihara untuk mendapatkan 180 butir telur setiap bulannya?",7,"7,2",8,"8,2",,,,,,,,
#,##,"Jika Hamid berjalan 18 km dalam 5 jam, dan Lambok berjalan 18 km dalam 8 jam, berapa persen Hamid berjalan lebih cepat daripada Lambok?",25%,"33,33%","37,5%","40,5%",,,,,,,,
#,##,rata-rata Rp. 2.000 per buah dan membeli 6 buah buku serupa dengan harga rata-rata Rp.8.000 per buah. Berapakah harga rata-rata untuk keseluruhan buku?,Rp. 4.500,Rp. 5.000,Rp. 6.000,Rp. 7.500,,,,,,,,
#,##,Sebuah mesin fotokopi dengan kecepatan konstan dapat menghasilkan/memotokopi 250 lembar dalam 6 menit. Berapa lama diperlukan untuk memotokopi 50 lembar?,50/250 = 6/x,50/6 = x/250,250/50 = x/6,50/250 = x/6,,,,,,,,
#,##,"Seutas tali dipotong menjadi dua bagian sedemikian rupa sehingga panjang bagian pertama adalah tiga kali panjang bagian kedua. Jika bagian yang lebih panjang adalah 12 meter, berapakah panjang tali sebelum dipotong?",12,18,2,24,,,,,,,,
#,##,Sebuah perusahaan bis antarkota mengarungi jumlah perjalanan (rit) untuk jalur tertentu sebesar 20 persen menjadi 8 kali sehari. Berapakah jumlah rit setiap hari sebelum ada pengurangan?,2,4,10,12,,,,,,,,
#,##,"Pada perjalanan tertentu, jika suatu kereta melaju dengan kecepatan rata--rata 50 km per jam, maka kereta tersebut akan terlambat 2 jam sampai di tujuan. Jika kereta melaju dengan kecepatan rata-rata 70 km per jam, maka sampai di tujuan 2 jam lebih cepat. Berapakah jarak perjalanan tersebut?",antara 80 km – 100 km,antara 100 km – 120 km,antara 120 km – 140 km,lebih dari 140 km,,,,,,,,
#,KEMAMPUAN PENALARAN,,,,,,,,,,,,,
#,##,Semua pengendara mobil harus memakai safety belt. Sebagian pengendara mobil memakai jam tangan. Kesimpulannya?,Sebagian pengendara mobil tidak memakai safety belt dan jam tangan,Sebagian pengendara mobil memakai safety belt dan jam tangan,Semua pengendara mobil tidak memakai safety belt dan jam tangan,Sebagian pengendara mobil tidak memakai jam tangan,,,,,,,,
#,##,Semua penyelam adalah perenang. Sementara penyelam adalah pelaut. Kesimpulannya?,Sementara penyelam bukan pelaut,Sementara penyelam bukan perenang,Semua pelaut adalah perenang,Sementara pelaut adalah perenang,,,,,,,,
#,##,Semua seniman kreatif. Sementara ilmuwan tidak kreatif. Kesimpulannya?,Semua ilmuwan kreatif,Sementara ilmuwan kreatif,Sementara individu yang kreatif bukan seniman,Tidak ada seniman yang ilmuwan,,,,,,,,
#,##,Adi lebih tinggi dari Yusuf. Wahyu lebih tinggi Henderi. Henderi lebih pendek dari Irvan. Yusuf dan Irvan sama tingginya. Kesimpulan yang dapat diambil ....,Wahyu lebih tinggi dari Yusuf,Irvan lebih pendek dari Yusuf,Wahyu lebih pendek dari Adi,Adi lebih tinggi dari Henderi,,,,,,,,
#,##,"Bila A>R, B>S, C>T, sedangkan A>B>C dan R>S>T dapat disimpulkan bahwa ....","C>R, B>R","T<A, S>C, R>B","T<A, S<C, R<B","A>S>T, T<B<A",,,,,,,,
#,##,X adalah bagian dari jam sebanyak 50 menit. Y ialah bagian dari tahun sebanyak 9 bulan.,Bila X lebih besar dari Y,Bila X lebih kecil dari Y,Bila X sama besar Y,Bila X dan Y hubungannya tidak dapat ditentukan,,,,,,,,
#,##,X= banyaknya bilangan prima antara 80 dan 120 Y = Banyaknya bilangan prima antara 50 dan 90,Bila X lebih besar dari Y,Bila X lebih kecil dari Y,Bila X sama besar Y,Bila X dan Y hubungannya tidak dapat ditentukan,,,,,,,,
#,##,"X = Volume dari kubus dengan sisi 16 cm Y = Volume dari balok dengan sisi 8 cm, 18 cm, 20 cm.",Bila X lebih besar dari Y,Bila X lebih kecil dari Y,Bila X sama besar Y,Bila X dan Y hubungannya tidak dapat ditentukan,,,,,,,,
#,##,"X adalah jumlah bulan dalam 4 windu 8 tahun Y adalah jumlah hari dalam 1,5 bulan.",Bila X lebih besar dari Y,Bila X lebih kecil dari Y,Bila X sama besar Y,Bila X dan Y hubungannya tidak dapat ditentukan,,,,,,,,
#,##,X ialah jumlah titik sudut pada limas segi empat Y ialah huruf A pada kata Afrika Selatan,Bila X lebih besar dari Y,Bila X lebih kecil dari Y,Bila X sama besar Y,Bila X dan Y hubungannya tidak dapat ditentukan,,,,,,,,
#,##,1 5 5 17 17 …,29,33,37,41,,,,,,,,
#,##,31 34 28 40 16 64 …,-32,-8,8,32,,,,,,,,
#,##,5 11 15 21 25 …,31,35,38,40,,,,,,,,
#,##,1 -1 0 4 11 …,17,18,20,21,,,,,,,,
#,##,C D F I M …,O,P,Q,R,,,,,,,,
#,##,4 3 16 9 64 …,81,27,24,15,,,,,,,,
#,##,K L L M N O O P Q R … …,R S,S T,S R,R R,,,,,,,,
#,##,31 34 28 40 16 64 …,-32,-8,8,32,,,,,,,,
#,##,5 11 15 21 25 …,31,35,38,40,,,,,,,,
#,##,1 -1 0 4 11 …,17,18,20,21,,,,,,,,
#,##,C D F I M …,O,P,Q,R,,,,,,,,
#,##,4 3 16 9 64 …,81,27,24,15,,,,,,,,
#,##,K L L M N O O P Q R … …,R S,S T,S R,R R,,,,,,,,
#,##,10 11 10 10 10 …,11,10,9,8,,,,,,,,
#,##,12 24 22 11 13 26 24 12 14 … …,28 26,16 32,28 30,16 8,,,,,,,,
#,##,Berapakah X dari deretan bilangan 25 15 95 85 71 X ?,51,55,61,65,,,,,,,,
#,##,Jika 7+10 = 11; 8+5 = 7; dan 4+11 = 11; maka 9+7 =,7,8,9,10,,,,,,,,
#,##,"F E D A B C L K J G H I R, …, …","M, N","N, O","P, Q","Q, P",,,,,,,,
#,##,,,,,,,,,,,,,
#,##,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,hal 9 soal no.103,,,,,,,,,,,,,
