TES POTENSI AKADEMIK,,,,,,,,,,,
#,SINONIM,,,,,,,,,,
#,##,Apa pengertian Hacker?,Seseorang yang bekerja di bidang IT yang mengurusi hardware,Seseorang yang dapat membobol komputer dengan niat baik,Seseorang yang bekerja di bidang IT yang mengurusi software,Seseorang yang dapat membobol komputer dengan niat jahat,B,,,,
#,Bacaan untuk 3 nomer selanjutnya,"TINTIN, WARTAWAN TANPA PENA Petualangan Tintin menceritakan kehidupan wartawan muda asal Belgia, yang meski kadang menyandang kamera, tak satu pun artikelnya pernah nongol. Dalam petualangannya, si jambul nungging ini selalu dikuntit anjing terrier setianya, Snowy. Pelaut Inggris, Kapten Haddock, dan Prof. Cutbert Calculus yang pikun tapi cerdas adalah sahabatnya. Calculus yang muncul pertama kali dalamHarta Karun Rackam Merah diciptakan berdasarkan tokoh Prof. Auguste Piccard. Pasangan detektif konyol dari Scotland Yard, Thomson dan Thompson, meski mirip, bukan dua bersaudara. Komik itu telah diterjemahkan ke dalam 51 bahasa. Dalam penerjemahan, nama tokohnya juga berubah. Tintin menjadi Tinni (Islandia), Tintinus (Latin), Tim (Jerman), atau Kuife (Afrika). Milou menjadi Snowy (Inggris), Struppi (Jerman), Boncuk (Turki), atau Bobbie (Belanda). Handdock menjadi Kolbeinn (Islandia), Hadok (Iran), Xaggok (Rusia), dan Treska (Chechnya). Tournesol berganti Calculus (Inggris), Beaker (Jepang), dan Bergel (Arab). Dupont dan Dupond menjadi Thomson dan Thompson (Inggris), Uys dan Buys (Afrika), serta Tik dan Tak di Arab. Setelah tertunda delapan tahun akibat PD II, Negeri Emas Hitam naik cetak pada 1950, disusul Perjalanan ke Bulan (1954), Penculikan Calculus (1956), dan Tintin di Tibet (1960). Tiga tahun berselang muncul Zamrud Castafiore, Penerbangan 714 (1968), Tintin dan Picaros (1976). Petualangan itu berakhir dalam Tintin et L?Alph Art (1986) yang berbentuk sketsa. (sumber: Intisari)",,,,,,,,,
#,##,Gagasan utama yang terkandung pada paragraf kedua teks di atas adalah ...,Tintin sering berganti nama untuk memudahkan penyamaran.,Nama-nama tokoh dalam serial tintin sering berubah dalam penerjemahannya.,Perubahan nama tokoh untuk mudahkan pembaca.,Serial Tintin telah banyak diterjemahkan ke berbagai bahasa.,B,,,,
#,##,Gagasan utama yang terkandung dalam paragraf pertama teks di atas adalah ...,Tintin memiliki sahabat setia yaitu Snowy.,Tokoh-tokoh dalam serial Tintin memiliki karakter yang unik.,Serial Tintin adalah cerita tentang seorang wartawan muda yang unik.,Pasangan detektif konyol merupakan bumbu cerita dalam serial Tintin.,C,,,,
#,##,"Dari teks di atas, dapat diperoleh informasi bahwa ...","Karena begitu banyaknya diterjemahkan ke dalam bahasa-bahasa lain, serial Tintin dianggap sebagai serial komik terlaris sepanjang masa.",Tokoh Tintin diciptakan dari seorang tokoh asli yang ada di Belgia.,Setidaknya ada empat nama lain Tintin dan lima nama lain Snowy yang disebutkan dalam teks di atas.,"Lebih dari dua dekade lamanya setelah serial Tintin: Zamrud Castafiore terbit, akhirnya serial Tintin sampai ke petualangan terakhir.",D,,,,
#,KEMAMPUANÿKUANTITATIF,,,,,,,,,,
#,##,"Mail menjual beras dengan harga Rp x tiap y ons. Setiap pembelian 35 kg (berlaku kelipatan) mendapat tambahan 10 ons. Bila Kak Ros butuh 195 kg beras dan memanfaatkan kesempatan tersebut, maka ia cukup mengeluarkan uang sebanyak ...",Rp1950y/x ,Rp1950x/y ,Rp1900y/x ,Rp1900x/y,D,,,,
#,##,"Kelas 2Q yang jumlah mahasiswanya 38 orang, telah diadakan quiz intermediate. Ada 5 orang yang mendapat nilai 90, 14 orang mendapat nilai 85, 11 orang mendapat nilai 70 dan sisanya mendapat nilai 60. Berapa persen jumlah mahasiswa yang nilainya di atas rata-rata kelas ?",75%,50%,"42,5 %","80,5 %",C,,,, 
#,##,Ibu Atissa mempunyai sebuah usaha laundry dengan jumlah tenaga kerja 7 orang. Setiap tenaga kerja dapat mencuci 5 baju dalam waktu 90 menit. Waktu yang dibutuhkan untuk mencuci 175 baju adalah ...,6 jam ,"6,5 jam ",7 jam ,"7,5 jam",D,,,,
#,##,"Lambok memiliki janji kencan dengan Rara di kota A yang terletak 75 km dari rumahnya. Biasanya Lambok mengendarai motor ke kota A dalam waktu 54 menit, pagi dia terlambat bangun dan baru siap berangkat lebih lambat 6 menit dari biasanya. Berapakah kecepatan yang harus ditempuhnya agar dia tidak telat janjian dengan Rara?",54 km/jam ,60 km/jam ,"67,5 km/jam ",48 km/jam,B,,,,
#,##,"Jika (8x + 8)(6 + 9/4x) = 0 dan x ? -1, maka x = ... ",?8/3 ,?8 ,? 3/8 ,3-Aug,C,,,,
#,##,"Diantara 38 orang mahasiswa 2Q, 24 orang pandai intermediate, 16 orang pandai cost accounting, sedangkan 6 orang tidak pandai intermediate dan cost accounting. Perbandingan jumlah mahasiswa yang hanya pandai intermediate dengan mahasiswa yang hanya pandai cost accounting adalah ",1:02,3:04,2:01,4:03,C,,,,
#,##,"456 + 465 + 564 + ... + 654 = .... Soal diatas merupakan bilangan yang dibentuk dari angka 4, 5, 6. Total bilangan yang bisa dibentuk adalah 6 bilangan. Jumlah dari seluruh bilangan yang bisa dibentuk adalah ",3303,3003,3330,3300,C,,,,
#,##,"Untuk membeli sepatu bola baru, Beni menabung di bank sebesar RpA dan ia selalu mendapat bunga I% setiap bulan. Berapa tabungan Beni dalam dua bulan berikutnya ? ",A + A(I% + (I%)ý) ,A + AI + AI% + AI%ý ,A(2I% + I%ý) ,A(1 + 2I% +(I%)ý),D,,,,
#,##,"Hari Senin, Ayah Budi menarik cek senilai 1/5 dari total tabungan. Esoknya disetor uang sebesar 3/4 dari saldo awal dan hari Rabu ditarik lagi cek senilai 1/8 dari saldo pengambilan hari Senin. Bila saldo akhir masih sebesar Rp29 juta, berapa nilai saldo awal tabungan?",Rp10 juta ,Rp15 juta ,Rp20 juta,Rp25 juta,C,,,,
#,##,"Jika X dapat dibagi oleh 38 dan 40, maka X juga dapat dibagi ......",12,14,16,18,C,,,,
#,##,"Pada jalan yang rusak berlubang, sebuah mobil dapat berjalan dengan kecepatan 20 km/jam. Pada jalan yang bagus dan rata, kecepatan rata-rata mobil tersebut 70 km/jam. Berapa lama ia menempuh jalan yang panjangnya 280 km kalau 1/4 darijalan itu adalah jalan berlubang? ",6 «  ,5 «  ,4 « ,3 «,A,,,,
#,##,Pompa air A bisa mengalirkan air sebanyak 240 liter dalam 60 menit. Pompa B yang lebih kecil mengalirkan air sebanyak 240 liter dalam waktu 80menit. Berapa persen pompa A memompa lebih cepat dibanding pompa B? ,"66,66%  ",45%,30%,"33,33%",D,,,,
#,##,Berapa sudut yang telah ditempuh oleh jarum pendek suatu jam dari pukul 07.20 sampai pukul 11.10 ? ,100ø  ,95ø  ,115ø ,120ø,C,,,,
#,##,Harga sebuah rumah dikurangi dengan 25%. Dengan berapa persen harus ditambah untuk dijual kembali supaya harganya mejadi harga awal (harga sebelum dikurangi)? ,25%,30%,"33,33% ","66,66%",C,,,,
#,##,"Jika 0 ó x ó 4 dan y < 12, manakah dari angka berikut ini yang BUKAN merupakan nilai xy? ",0,6,24,48,D,,,,
#,##,Sebuah mobil menempuh 70% perjalanan dari kota A ke kota B dengan kecepatan rata-rata 60 km/jam. Kecepatan rata-rata untuk seluruh perjalanan adalah 90 km/jam. Berapa-kah kecepatan mobil (km/jam) dalam perjalanan 30% terakhir? ,160,120,140,75,A,,,,
#,##,"Soal penjumlahan dibawah menunjukkan empat dari 24 bilangan yang dibentuk dengan mengunakan ......  angka 3, 4, 5, dan 6 masing-masing satu dalam setiap bilangan. berapakah jumlah dari 24 bilangan ini 3.456 + 3.465 + 3.546 + ..... + ..... + 6.543 = ",119.988,111.98,119.88,66.66,A,,,,
#,##,"Dalam suatu kandang terdapat 50 ekor ayam. Dari 27 ekor ayam jantan, 18 diantaranya berwarna hitam. Ayam yang berwarna hitam seluruhnya ada 35 ekor. Berapa ekor ayam betina yang tidak hitam? ",6 ekor ,8 ekor ,17 ekor ,23 ekor,A,,,,
#,##,Bila jam menunjukkan pukul 04.10 maka sudut yang terbentuk dari jarum panjang dan jarum pendek adalah: ,55ø  ,"57,5ø  ",65ø ,60ø,C,,,,
#,##,Usia Lambok adalah 33 1/3 % dari usia Dino yang berusia 35% dari usia Hamid. Steven berusia lima kali usia Dino. Berapakah rasio usia Lambok dan Steven? ,1:12,1:15,15:01,1:10,B,,,,
#,##,Berapakah 45% dari 35/3? ,23/4  ,22/4  ,21/4  ,25/4,C,,,,
#,##,"Selama satu musim tertentu, sebuah tim memenangi 60% dari 20 pertandingan pertamanya dan 30% dari pertandingan yang tersisa. Jika tim tersebut memenangi 50% dari seluruh pertandingan dalam musim tersebut, berapakah total pertandingan yang diikuti oleh tim tersebut? ",30,35,40,32,A,,,,
#,##,6 orang dapat mengecat tembok seluas 900 m2 selama 3 jam. Berapa waktu yang dibutuhkan untuk mengecat tembok seluas 400 m2 jika ternyata ada 2 orang yang berhenti mengecat? ,5 jam  ,4 jam  ,3 jam ,2 jam,D,,,,
#,##,"Nilai rata-rata sekelompok mahasiswa akuntansi adalah 82. Jika nilai rata-rata mahasiswa adalah 80 dan nilai rata-rata mahasiswi adalah 86, berapakah perbandingan antara jumlah mahasiswa dan mahasiswi? ",1:02,2:01,3:02,2:03,B,,,,
#,##,"Jika 6X + 5Y = 13 dan 4X + 10Y = 14, maka .... ",x < y ,x = y ,x > y ,hubungan antara x dan y tidak dapat ditentukan,C,,,,
#,##,"Jika 6x = 7y dan 4y = 9z, maka berapakah x? ",21y/8  ,21z/8  ,8z/21 ,8y/21,B,,,,
#,##,Seorang tukang batu memasang tegel yang panjangnya 8 dm dan lebarnya 200 mm pada sebuah bidang datar. Jumlah tegel yang dipasangnya adalah 500 buah tegel. Berapakah luas bidang tersebut? ,100 m2  ,160 m2  ,80 m2 ,120 m2,C,,,,
#,##,Berapakah 45% dari 15/6? ,8-Jul,6-Sep,6-Jul,8-Sep,D,,,,
#,##,"Sebuah tembok dengan lebar x meter dan tinggi empat meter dicat dengan warna hijau muda. Tembok tersebut telah dicat seluas 25 % dari keseluruhan luasnya selama satu jam. Kemudian istirahat selama 30 menit. Dua setengah jam dari awal pengecatan, tembok yang dicat seluas 14 meter, berapakah lebar tembok tersebut? ",5 meter ,6 meter ,7 meter ,8 meter,C,,,,
#,##,"Sekawanan angsa di kolam sedang diamati secara terus menerus. Pada pukul 12.00, 1/5 angsa terbang jauh. Pada pukul 14.00, 1/8 dari angsa yang tersisa terbang jauh. Pada pukul 16.00, sebanyak 3 kali lipat jumlah jumlah angsa yang terbang pada pukul 12.00, juga terbang jauh, meninggalkan 28 angsa di kolam. Berapa jumlah kawanan angsa semula? ",270,280,290,300,B,,,,
#,##,"Sebuah bejana berbentuk silinder berisi 1/5nya. Jika ditambah 6 liter lagi, bejana ini menjadi berisi 1/2nya. Berapa liter kapasitas bejana tersebut ? ",15 liter  ,18 liter  ,20 liter ,24 liter,C,,,,
#,##,Yang manakah pecahan di bawah ini yang lebih besar 1/6 ? ,26/157  ,19/115  ,13/79 ,47/279,D,,,,
#,##,"Jika a sembarang bilangan dan x = -7a2 + 4 dan y = -5a2 + 7, maka ..... ",x > y  ,x < y  ,x = y ,3x = 4y,B,,,,
#,##,"Panitia mengedarkan undangan pertemuan untuk 50 wanita dan 70 pria. Jika ternyata 40% dari undangan wanita dan 50% dari undangan pria hadir, kira-kira berapa persen yang hadir? (jika ada decimal dibulatkan) ",90,86,48,46,D,,,,
#,##,"Jika tabung P tingginya 2 kali tinggi tabung Q dan jari-jarinya setengah dari tabung Q, perbandingan isi tabung P terhadap tabung Q adalah .... ",1:04,1:02,2:01,4:01,B,,,,
#,##,"Jika x rupiah dibagikan merata pada n orang, setiap orang akan memperoleh bagian Rp 60.000. Jika ada seorang lagi yang bergabung pada kelompok tersebut dan jika x dibagi merata, setiap orang sekarang memperoleh Rp 50.000. Berapakah x ? ",500,300,250,200,B,,,,
#,##,"Seorang siswa memperoleh nilai 91, 88, 86, dan 78 untuk empat mata pelajaran. Berapa nilai yang harus diperoleh untuk mata pelajaran kelima agar dia memperoleh rata-rata 85 ? ",86,85,84,82,D,,,,
#,##,"Seorang pedagang menjual sebuah barang dengan harga Rp 80.000, dan memperoleh 25% laba dari harga beli. Berapakah harga beli ? ",50,60,64,68,C,,,,
#,##,"Seorang pekerja dibayar Rp 800 per jam. Dia bekerja dari pukul 8.00 sampai pukul 16.00. Dia akan dibayar tambahan 50% per jam untuk lembur diatas pukul 16.00. Jika dia memperoleh bayaran Rp 8.000 pada hari itu, pada pukul berapa dia pulang ? ",16.2,16.4,17.2,17.4,C,,,,
#,KEMAMPUANÿPENALARAN,,,,,,,,,,
#,##,"Bobo, Bona, Bobi, Boni, dan Baba adalah anggota klub bsket. Bona lebih tinggi dari Baba. Boni dan Baba lebih tinggi dari Bobo. Jika Boni tidak lebih tinggi dari Bobi, maka pernyataan yang benar adalah... ",Bona lebih tinggi dari Boni ,Baba lebih pendek dari Bobi ,Bobi adalah anak yang paling tinggi ,Bobo adalah anak yang paling pendek,D,,,,
#,##,"Bapak dan Ibu Slamet beserta anaknya Aman hendak menyeberangi sungai. Satu-satunya cara adalah dengan menggunakan perahu Pak Jono. Pak Jono tidak memperkenankan siapa pun untuk mendayung perahunya dan hanya dapat mengangkut satu orang setiap kali jalan. Aman adalah anak kecil yang tidak dapat ditinggalkan sendirian di tepi sungai. Di antara yang berikut ini, manakah yang bukan merupakan bagian dari cerita sukses Bapak dan Ibu Slamet dalam menyeberangi sungai? ",Pak Slamet menyeberang pertama kali ,Bu Slamet menyeberang pertama kali ,Pak Slamet dan Ibu Slamet menyeberang pertama kali ,Aman menyeberang giliran kedua,C,,,,
#,##,"70, 10, 80, 7, 90, 4, 100, A. Berapakah A? ",1,2,90,110,A,,,,
#,##,"P-Q-9-16-25-36-49, Nilai p dan q adalah: ",0 dan 3  ,1 dan 4  ,2 dan 5 ,3 dan 6,B,,,,
#,##,"Suatu seri huruf terdiri dari ; C B A D E F I H G J K L O ..., seri huruf selanjutnya adalah: ",M N  ,N M  ,O M ,M O,B,,,,
#,##,Suatu seri huruf terdiri dari: c d f f h i k k m n Seri huruf selanjutnya adalah: ,o  ,P  ,q ,r,B,,,,
#,##,"Suatu seri huruf terdiri dari: a b b c d e e f g h h i j ... , Seri huruf selanjutnya adalah: ",I  ,J  ,k ,l,C,,,,
#,##,"1, 6, 2, 12, x, 48, 44. Nilai x adalah ... ",3,5,6,8,D,,,,
#,##,16 8 24 12 36 x 54. Nilai x adalah ,18,20,22,24,A,,,,
#,##,100 90 45 40 30 15 x 0. Nilai x adalah ... ,20,15,10,5,C,,,,
#,##,Semua siswa yang selalu hadir dalam les akan mempunyai kemampuan yang cukup untuk lulus USM. ,Hampir tidak mungkin untuk lulus USM jika seorang siswa tidak menghadiri les secara rutin ,Tingkat kehadiran les rendah dan tingkat ketidaklulusan tinggi ,Siswa yang lulus ujian adalah siswa yang menghadiri les secara rutin ,"Untuk lulus USM, siswa tidak perlu melakukan latihan-latihan selain di les.",A,,,,
#,##,Ada pelajar yang rajin belajar. Kebanyakan pelajar yang rajin belajar kuliah di PTN. ,Pelajar yang kuliah di PTN harus rajin belajar ,Ada pelajar yang kuliah di PTN dan rajin belajar ,Pelajar yang rajin belajar adalah yang kuliah di PTN. ,"Kesimpulan A, B, dan C salah.",B,,,,
#,##,"Jumlah penawaran tenaga kerja dipengaruhi oleh beberapa faktor berikut : jumlah penduduk, komposisi usia dan jenis kelamin, status perkawinan, dan tingkat partisipasi tenaga kerja pada masing-masing faktor tersebut. Jika pernyataan tersebut benar, berikut ini mempengaruhi penawaran tenaga kerja, kecuali...... ",Tingkat kelahiran dan kematian. ,Tingkat pendidikan. ,Jumlah agen penyalur tenaga kerja. ,Status perkawinan penduduk perempuan.,B,,,,
#,##,Semua anggota klub NSP pasti bukan anggota klub PSN. Semua anggota klub SNP adalah anggota klub NSP. Jadi... ,Tidak ada kesimpulan ,Semua anggota klub SNP adalah anggota klub NSP dan bukan anggota klub PSN ,Sebagian anggota klub PSN adalah anggota klub SNP dan bukan anggota klub NSP ,Sebagian anggota klub NSP yang anggota klub SNP adalah anggota klub PSNami sangat teliti,B,,,,
#,##,"Setiap kota yang memiliki pusat hiburan mempunyai ciri rawan kejahatan. Ini karena pusat hiburan menyebabkan adanya keramaian yang menarik para penjahat, sementara semua penjahat adalah pelaku kriminal. Manakah dari yang berikut ini, jika benar tidak dapat disimpulkan dari pernyataan di atas ? ",Semua penjahat adalah kriminal. ,Semua pusat hiburan menarik penjahat. ,Setiap kota mempunyai ciri rawan kejahatan. ,Penjahat tertarik oleh adanya keramaian.,C,,,,
#,##,Jadwal Bimbel Genk FAI ialah senin-rabu-jum?at pada jam 13.00 wib di Bimbel Stan Andromeda. Asfi merupakan salah satu anggota genk FAI. Kesimpulannya... ,Asfi pasti anak yang pintar ,Tidak mungkin Asfi datang ke Bimbel pada hari Minggu ,Setiap hari Rabu jam 13.00 wib Asfi harus mengikuti Bimbel ,Tidak ada kesimpulan yang benar,D,,,,
#,##,Adi lebih tinggi dari Yusuf. Wahyu lebih tinggi Henderi. Henderi lebih pendek dari Irvan. Yusuf dan Irvan sama tingginya. Kesimpulan yang dapat diambil .... ,Wahyu lebih tinggi dari Yusuf ,Irvan lebih pendek dari Yusuf ,Wahyu lebih pendek dari Adi ,Adi lebih tinggi dari Henderi,D,,,,
#,##,"Dani lebih tua dari Welly, Riki juga lebih tua dari Welly, jadi ... ",Umur Welly lebih kecil dari setengah umur Dani ditambah umur Riki ,Umur Dani ditambah dengan umur Welly lebih besar dari umur Riki ,Umur Dani ditambah umur Riki dibagi dua lebih kecil dari umur Welly ,Dani dan Welly sebaya,A,,,,
#,##,Lima mobil berlomba. Honda berhasil mengalahkan Rover tetapi gagal mengalahkan Astra. Renault gagal menyusul Granada tetapi berhasil mengalahkan Astra. Mobil mana yang berada di urutan ketiga ? ,Honda ,Astra ,Rover ,Granada,D,,,,
#,##,Kendaraan yang bermesin harus mempunyai ijin. Kendaraan tidak bermesin dilarang masuk jalan tol. Sedangkan kendaraan tidak bermesin adalah becak ,Becak boleh masuk jalan tol ,Becak mempunyai mesin ,Becak harus tidak melewati jalan tol ,Tidak dapat ditarik kesimpulan,C,,,,
#,Untuk 3 soal selanjutnya,"Seorang perwira intelijen berusaha menerjemahkan pesan kriptik berikut ini menjadi pesan yang terdiri atas huruf alphabet (A...Z):+ + + ? ? ? # & % % # # $ + + % ? ? ( $ Perwira tersebut tahu bahwa setiap simbol mewakili hanya satu dari delapan huruf A E O B G H K M dan setiap simbol yang sama mewakili huruf yang sama. Perwira itu juga diberitahu bahwa huruf G digunakan sebanyak 5 kali, huruf B dan K digunakan sebanyak tiga kali, serta huruf A dan M digunakan sebanyak 2 kali.",,,,,,,,,
#,##,"Jika # mewakili B dan % mewakili O, maka ? pasti mewakili: ",A ,K ,E ,H,A,,,,
#,##,Huruf apa yang diwakili oleh & ? ,B ,G  ,H ,K,A,,,,
#,##,"Jika ( mewakili H, mana di antara simbol berikut ini yang mewakili huruf hidup? ",& ,$ ,# ,%,A,,,,
#,Untuk 8 soal selanjutnya,"Sembilan orang sahabat akan menonton film di bioskop. Mereka mendapatkan tempat duduk dalam satu baris dan sesuai dengan urutan berikut. A ada di arah kanan B. C duduk di arah kiri D. E, F, dan G tidak duduk bersebelahan. H ada di sebelah kiri A atau G dan tidak berada di paling kiri. Jika I di paling kanan maka A di sebelahnya. B dan D tidak bersebelahan dan B berada di sebelah kanan D. E duduk di sebelah kanan F dan F duduk di sebelah kanan G.",,,,,,,,,
#,##,G mungkin berada di posisi ... ,nomor 4 dari kanan  ,arah kanan B,arah kanan A ,arah kanan C,A,,,,
#,##,Susunan tempat duduk mereka yang mungkin adalah ... ,C H G D F I E B A ,C G B F D E H A I ,C F D E H G B I A ,C G D F B E H I A,A,,,,
#,##,"Jika yang duduk paling kanan adalah I, posisi B ada di ... ",1 dari kanan  ,2 dari kanan  ,3 dari kanan ,4 dari kanan,A,,,,
#,##,"Jika yang duduk paling kanan adalah I, posisi D ada di ... ",1 dari kiri  ,2 dari kiri  ,3 dari kiri ,4 dari kiri,A,,,,
#,##,"Jika yang duduk paling kanan adalah I, posisi F ada di ... ",1 dari kanan  ,2 dari kiri  ,5 dari kanan ,4 dari kiri,A,,,,
#,##,"Jika yang duduk paling kanan adalah I, posisi H ada di ... ",1 dari kiri  ,2 dari kiri  ,3 dari kiri ,4 dari kiri,A,,,,
#,##,"12, 15, 18, 13, 16, 19, 14, 17, 19, ..., ... ",15 dan 18  ,16 dan 18  ,16 dan 17 ,18 dan 20,A,,,,
#,##,"1, 4, 7, 2, 6, 10, 3, 8, ... ",10,11,12,13,A,,,,
BAHASA INGGRIS,,,,,,,,,,,
#,STRUCTURE AND WRITTEN EXPRESSION,Select the correct answer from the four choices given!,,,,,,,,,
#,##,"When ..... nests during spring nesting season, Canadian geese are fiercely territorial. ",Building ,Are building ,Built ,Are built,A,,,,
#,##,"In 1870, Calvin, along with Adirondack hunter Alvah Dunning, made the first known ascent of Seward Mountain, ...... far from roads or trails. ",A remote peak ,It is a remote peak ,A remote peak is ,Which a remote peak,A,,,,
#,##,"If I realized that you were a bad driver, I ... my car. ",Hadn?t lend you ,Wouldn?t have lent you ,Will not lend you ,Didn?t lend you,B,,,,
#,##,Marmots spend their time foraging among meadow plants and flowers or ..... on rocky cliffs. ,Gets sun ,Sunning ,The sun ,Sunny,B,,,,
#,##,The greenhouse effect occurs ...... heat radiated from the Sun ,When does the Earth?s atmosphere trap ,Does the earth?s atmosphere trap ,When the Earth?s atmosphere traps ,the Earth?s atmosphere trap,C,,,,
#,##,Experiments..... represent a giant step into the medicine of the future. ,Using gene therapy ,Use gene therapy ,They use ,Gene therapy uses,A,,,,
#,##,"Nimbostratus clouds are thick, dark gray clouds forebode rain. ",What ,Which ,What they ,Which they,B,,,,
#,##,People who reverse the letters of words ... to read suffer from dyslexia ,When trying ,If they tried ,When tried ,If he tries,A,,,,
#,##,"The Rose Bowl, ... place on New Year?s Day, is the oldest postseason collegiate football game in the United States. ",Takes ,It takes ,Which takes ,Took,C,,,,
#,##,Some economists now suggest that home equity loans are merely a new trap to push consumers beyond ,They can afford ,They can afford it ,What is affordable ,Able to afford,C,,,,
#,##,A company will not ... if it employees are unhappy. ,prosper ,prosperous ,prosperity ,prospering,A,,,,
