Tes Potensi Akademik,,,,,,,
#,Sinonim,,,,,,
#,##,"Jika Jakarta adalah Meja, maka Surabaya adalah Kursi, Jika Bandung adalah Piring, Makassar adalah lemari Es serta Merauke adalah Penghangat Nasi, maka Indonesia adalah...",Rumah Makan,Dapur,Ruang Makan,Kedai Kopi,C
#,##,"Semua mahasiswa Perguruan Tinggi memiliki Nomor Induk Mahasiswa. Andi seorang mahasiswa. Jadi,",Andi mungkin memiliki nomor induk mahasiswa,Belum tentu Andi memiliki nomor induk mahasiswa,Andi memiliki nomor induk mahasiswa,Andi tidak memiliki nomor induk mahasiswa,C
#,##,Jika semua orang baik maka dunia aman Dunia terancam,Semua orang jahat,Semua orang baik,beberapa orang jahat,beberapa orang baik,C
#,##,"64, 63, 65, 64, x, 65, 67, 66",65,66,68,70,B
#,##,Suatu seri: 0; 6; 6; 20; 20 ... Seri selanjutnya adalah,34,38,42,46,C
#,##,Suatu seri: 0; 2; 6; 12;20... Seri selanjutnya adalah,30,32,34,36,A
#,##,Sebuah rangkaian angka adalah seperti berikut: 11 19 27 9 17 25 7. Tiga angka berikutnya adalah,5 13 21,23 31 39,23 31 5,23 5 13,
#,##,Suatu seri angka terdiri dari: 2 3 4 4 8 6 10 7 14 9 16 10 20 12. Dua angka berikutnya adalah,13 22,22 13,20 12,24 12,B
#,##,"Bila diteruskan sampai tiga angka, seri angka berikut akan mendapat tambahan ... 3 25 6 9 5 9 27 1 12 ...","12 1 0,2","12 81 0,2","81 0,2 15","15 81 0,2",C
#,##,"Sebuah rangkaian huruf terdiri dari ...b d z x g i v t ..., tiga seri berikutnya adalah ...",k n r,l n r,n m l,m r k,B
#,##,"2,10,5,3,18,6,5,40,8,...,...,...","8,88,11","10,110,11","9,89,12","8,90,11",A
#,##,"A B Z Y D C W X, maka dua huruf selanjutnya adalah...",EF,FE,UV,VU,A
#,##,D-1-H-1-L-9-P-25-T-..........,49 X,36 W,36 X,57 V,A
#,Bacaan untuk 5 nomor selanjutnya,"Enam mahasiswa yaitu A, B, C, D, E, F. masing-masing akan presentasi di depan kelas.Masing-masing hanya akan maju ke depan kelas satu kali saja dan sesuai dengan urutan-urutan sebagai berikut: o C akan maju pada urutan keempat atau terakhir. o D akan menjadi pembicara ketiga setelah A. o B akan maju sebelum C. o F akan maju sebelum D",,,,,
#,##,"Dari urutan-urutan berikut ini, manakah yang memenuhi persyaratan tersebut?","E, F, A, C, B, D","A, F, C, D, B, E","E, F, A, B, D, C","B, A, F, E, D, C",D
#,##,Manakah dari pernyataan berikut ini yang benar?,D akan maju pada urutan ketiga,A akan maju pada urutan pertama,F akan maju pada urutan keenam,E akan maju pada urutan keenam,D
#,##,Manakah dari pernyataan berikut ini yang menunjukkkan urutan-urutan yang lengkap dan akurat mengenai mahasiswa yang dapat maju segera setelah C maju,D,E,"D, E, A","D, E, F",D
#,##,"Apabila B maju pada urutan kelima,manakah dari pernyataan berikut ini yang benar?",B maju pada urutan pertama,E maju pada urutan kedua,A maju pada urutan ketiga,D maju pada urutan keempat,D
#,##,"Apabila E maju persis sebelum C, ada berapa urutan yang berbeda keenam presentasi tersebut dapat dibuat?",2,3,4,5,A
#,Bacaan untuk 3 nomor selanjutnya,"Jono, Kasminto, dan Lanang menaiki bus yang berhenti di enam tempat yang berbeda, yaitu A, B, C, D, E, dan F. Masing-masing orang turun di tempat yang berbeda dan tidak naik bus itu kembali. Informasi lainnya yang berkaitan dengan aktivitas ini adalah sebagai berikut: Apabila ada yang turun di C, maka tidak ada yang turun di E. Apabila ada yang turun di B, maka tidak ada yang turun di D. Satu diantara mereka turun di A. Kasminto tidak turun di F. Lanang tidak turun di B ataupun di F",,,,,
#,##,"Baik Jono, kasminto maupun Lanang masing-masing turun di","A, B, E","A, B, D","C, A, E","D, F, A",A
#,##,"Apabila Jono turun di R, maka Lanang mungkin akan turun di",B,C,D,F,
#,##,"Apabila tidak ada seorang pun yang turun di C atau E, maka pernyataan berikut ini, manakah yang benar?",Jono turun di F,Kasminto turun di A,Kasminto turun di B,Lanang turun di D,A
#,##,Berapakah nilai rata-rata dari 100000 bilangan bulat positif ganjil pertama?,100000,1000000,10000000,100000000,A
#,##,"Dalam suatu deretan bilangan, setiap bilangan setelah bilangan pertama adalali 1/3 dari bilangan yang mendahuluinya. Jika bilangan ke lima dalam deretan tersebut adalah 3, berapakah bilangan kedua?",3-Jan,1,27,81,D
Bahasa Inggris,##,,,,,,
#,STRUCTURE AND WRITTEN EXPRESSION,Select the correct answer from the four choices given!,,,,,
#,##,"Sam usually does his work very ........ and well, but today he seemed a little preoccupied.",Careful,Careful manner,Carefully,Care,C
#,##,The conference was organized for all of the ....... in the state.,Mathematic teachers,Mathematics teachers,Mathematics teacher,Mathematic's teachers,B
#,##,My new glasses cost me ...... the last pair that I bought.,Times three,Three times more,Three times as much as,As much three times as,C
#,##,A good student must know ......,To study hard,To be a good student,How to study effectively,Study,C
#,##,"......, he would have signed his name in the corner.",If he painted that picture,If he paints that picture,If he had painted that picture,If he would have painted that picture,C
#,##,"Conditions required foe seed germination include abundant watere, an adequate supply of oxygen, and .....",The temperatures must be appropriate,Having appropriate temperatures,Appropriate temperatures,Appropriately temperate,C
#,##,"Not only .... generate energy, but it also produces fuel for other fission reactors.",A nuclear breeder reactor,It is a nuclear breeder reactor,Does a nuclear breeder reactor,Is a nuclear breeder reactor,C
#,##,The North Pole ....  a latitude of 90 degrees north,It has,Is having,Which is having,Has,D
#,##,"..... off the Hawaiian coastline are living, others are dead.",While some types of coral reefs,Some types of coral reefs,There are many types of coral reefs,Coral reefs,A
#,##,...  will be carried in the next space shuttle payload has not yet been announced to the public.,It,What,When,That,B
#,##,"..... contained in the chromosomes,and they are thought of as the units of heredity.",Genes,Genes are,When genes,Because of genes,B
#,##,"Were ... millions of dollars each year repllenishing eroding beaches, the coastline would be changing even more rapidly.",the U.S. Army Corps of Engineers not spending,the U.S. Army Corps of Engineers not spend,the U.S. Army Corps of Engineers does not spend,not spending the U.S. Army Corps of Engineers,A
#,##,"..... of economic cycles been helpful in predicting turning points in cycles, they would have been used more consistently.",Psychological theories,Psychological theories have,Had psychological theories,Psychological have theories,C
#,##,"In Roman numerals, ..... symbols for numeric values.",Are letters of the alphabet,letters of the alphabet are,which uses letters of the alphabet,in which letters of the alphabet are,B
#,##,The speed of light is ..... the speed of sound.,Faster,Much faster than,The fastest,As fast,B
#,##,".... , a liberal arts college specifically for deaf people, is located in Washington, D.C.",Gallaudet College,Gallaudet College is,About Gallaudet College,Because of Gallaudet College,A
#,##,Bats avoid running into objects by .... high-frequency sounds and listening for echoes.,The emission,Emitted,Emitting,They emit,C
#,##,Potassium has a valence of positive one because it usually loses one electron when ...... with other elements.,Does it combine,It combines,In combining,Combination,B
#,##,'Ho' tall is Yvonne?ﾔ. 'Sh' is ........ as I am.ﾔ,As height,So tall,As same height,The same height,D
#,##,"James doesn't like coffee, and ...",I don't too,Either don't I,Neither do I,I don't neither,C
#,##,"I ...... be his girlfriend, but now we're just friends.",Used to,Am used to,Am using to,Am used to being,A
#,##,Do you .....  fast?,Know to type,Know how to type,Know how type,Know how typing,B
#,##,I wish that the weather ....  not so cold.,Was,Be,Were,Is,C
#,##,"He's taken his medicine, ....?",Hasn't he,Didn't he,Doesn't he,Isn't he,A
#,##,If I ....  the flu I would have gone with you,Hadn't,Hadn't had,Didn't have,Wouldn't have had,B
#,ERROR RECOGNITION,Choose the one word or phrase which would not be appropriate in standard written English!,,,,,
#,##,The new computer program has provides a variety of helpful  applications.,has provides,variety,helpful,applications.,A
#,##,The assigned text for history class it  contains more than twenty chapters.,for,It combines,contains,twenty chapters,B
#,##,Helium has  the most low  boiling point of all substances.,has,the most low,boiling,all substances,B
#,##,The study demonstrates that neither experience or awareness will improve chances of success,demonstrates,that,or,chances,C
#,##,Telegraph service  across the Atlantic was successful  established in 1866.,service,across,successful,established,C
#,##,The Colorado River reaches  their maximum height during April and May.,reaches,their,height,during,B
#,##,Factor analysis  is used to discover how many abilities are involve in intelligence test performance,Factor analysis,is used,how many,involve,D
#,##,The buffalo and the bison are  like  except for the size and shape of the head and shoulders.,are,like,except,size,B
#,##,The result of the failure to plan for the future is that a child from an urban area must be took to the country to see nature.,is that,an urban,took,see nature,C
#,##,"This machine can print on a single pieces of paper, but only if the level is facing the front of the machine",this,pieces,only,facing,B
#,##,"Unlike  other architects of the early modern movement, Alvar Aalto stressed informality, personal expression, romantic, and regionality in his work.",Unlike,other,romantic,his work,C
#,##,Color blindness may exist at birth or may occur later in life as a result for disease or injury.,Color blindness,exist,later,for,D
#,##,The author Francis Scott Key Fitzgerald is better  know  as F. Scott Fitzgerald.,The author,better,know,as,C
